Coordinates;Coordinates.x1;Coordinates.x2;Coordinates.y1;Coordinates.y2;Coordinates.z1;Coordinates.z2;Coordinates.PositionUp;Coordinates.PositionDown;Coordinates.label;Coordinates.posUpDown;Coordinates.type;Coordinates.additionalInfos;Coordinates.View;Coordinates.ShowDimension
Klimor.WebApi.DXF.Structures.Coordinates;11320;11360;120;160;0;-150;0;8;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 8";DrainTrayConnector;"";Up;True
Klimor.WebApi.DXF.Structures.Coordinates;3600;3640;2240;2280;0;-150;3;0;Connector;"DrainTray: AhuWaterCoolerOutput / Up: 3, Down: 0";DrainTrayConnector;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;4000;4040;2240;2280;0;-150;3;0;Connector;"DrainTray: AhuWaterCoolerOutput / Up: 3, Down: 0";DrainTrayConnector;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;6602;6642;120;160;0;-150;5;6;Connector;"DrainTray: AhuPlateRecuperatorOutput / Up: 5, Down: 6";DrainTrayConnector;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;7557;7597;120;160;0;-150;5;6;Connector;"DrainTray: AhuPlateRecuperatorOutput / Up: 5, Down: 6";DrainTrayConnector;"";UpUp;True
Klimor.WebApi.DXF.Structures.Coordinates;500;540;120;160;0;-150;0;1;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 1";DrainTrayConnector;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;1400;1440;120;160;0;-150;0;1;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 1";DrainTrayConnector;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3050;3090;120;160;0;-150;0;2;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 2";DrainTrayConnector;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;10720;10760;120;160;0;-150;0;8;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 8";DrainTrayConnector;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;11320;11360;120;160;0;-150;0;8;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 8";DrainTrayConnector;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;3600;3640;2240;2280;0;-150;3;0;Connector;"DrainTray: AhuWaterCoolerOutput / Up: 3, Down: 0";DrainTrayConnector;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;4000;4040;2240;2280;0;-150;3;0;Connector;"DrainTray: AhuWaterCoolerOutput / Up: 3, Down: 0";DrainTrayConnector;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;6602;6642;120;160;0;-150;5;6;Connector;"DrainTray: AhuPlateRecuperatorOutput / Up: 5, Down: 6";DrainTrayConnector;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;7557;7597;120;160;0;-150;5;6;Connector;"DrainTray: AhuPlateRecuperatorOutput / Up: 5, Down: 6";DrainTrayConnector;"";Operational;True
Klimor.WebApi.DXF.Structures.Coordinates;500;540;120;160;0;-150;0;1;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 1";DrainTrayConnector;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;1400;1440;120;160;0;-150;0;1;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 1";DrainTrayConnector;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;3050;3090;120;160;0;-150;0;2;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 2";DrainTrayConnector;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;10720;10760;120;160;0;-150;0;8;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 8";DrainTrayConnector;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;11320;11360;120;160;0;-150;0;8;Connector;"DrainTray: AhuEmptySectionOutput / Up: 0, Down: 8";DrainTrayConnector;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;3600;3640;2240;2280;0;-150;3;0;Connector;"DrainTray: AhuWaterCoolerOutput / Up: 3, Down: 0";DrainTrayConnector;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;4000;4040;2240;2280;0;-150;3;0;Connector;"DrainTray: AhuWaterCoolerOutput / Up: 3, Down: 0";DrainTrayConnector;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;6602;6642;120;160;0;-150;5;6;Connector;"DrainTray: AhuPlateRecuperatorOutput / Up: 5, Down: 6";DrainTrayConnector;"";Down;True
Klimor.WebApi.DXF.Structures.Coordinates;7557;7597;120;160;0;-150;5;6;Connector;"DrainTray: AhuPlateRecuperatorOutput / Up: 5, Down: 6";DrainTrayConnector;"";Down;True
